FLO,MAT,TOPWT,HARWT,RAIN,TIRR,CET,PESW,TNUP,TNLF,TSON,TSOC
86,164,21575,10923,,0,,,0,,0,165
83,157,20245,9896,,0,,,0,,0,175
83,157,20313,9978,,0,,,0,,0,179
89,168,21984,11254,,0,,,0,,0,182
79,149,20309,9978,,0,,,0,,0,167
86,163,21744,10816,,0,,,0,,0,175
87,166,21975,11213,,0,,,0,,0,181
89,169,21930,11269,,0,,,0,,0,173
85,159,20880,10361,,0,,,0,,0,168
86,161,21333,10539,,0,,,0,,0,180
86,163,21213,10717,,0,,,0,,0,154
89,169,22093,11381,,0,,,0,,0,180
