admin1,cultivar,nitro,month,r,p,me,mae,rmse
Kisii,IM0001,40.45993918658469,3,-0.6878066019488961,0.08764515785187112,-0.016908998571428486,0.3031405814285713,0.3031405814285713
Kisii,IM0001,40.45993918658469,4,0.4326564520358464,0.3322698809112802,-0.0022661414285713682,0.1875063185714285,0.1875063185714285
Kisii,IM0001,40.45993918658469,5,0.09803699206419728,0.8343658923541604,-0.09612328428571416,0.24679203285714277,0.24679203285714277
