admin1,cultivar,nitro,month,r,p,me,mae,rmse
Uasin Gishu,IF0010,65.197972264728,3,-0.20835603889128407,0.6539113502411518,-0.1708347957142856,1.083736632857143,1.083736632857143
Uasin Gishu,IF0010,65.197972264728,4,0.7346631586823913,0.06001351908906635,0.014950918571428495,0.3793842499999999,0.3793842499999999
Uasin Gishu,IF0010,65.197972264728,5,0.07995341178430893,0.8647002964575495,0.2718794899999999,0.4521229299999999,0.4521229299999999
