admin1,cultivar,nitro,month,r,p,me,mae,rmse
Kisii,KA0001,197.40942231955924,3,-0.38548766528094425,0.3930958805982226,0.8276624300000002,0.8276624300000002,0.8276624300000002
Kisii,KA0001,197.40942231955924,4,0.5338735848518993,0.21710273229048238,0.7439481442857144,0.7439481442857144,0.7439481442857144
Kisii,KA0001,197.40942231955924,5,0.3323332091492792,0.4664463367992118,0.6745910014285714,0.6745910014285714,0.6745910014285714
