admin1,cultivar,nitro,month,r,p,me,mae,rmse
Narok,IF0003,35.83601571792981,3,-0.2554082026042005,0.5804084979863089,0.5416929328571428,0.7313721528571427,0.7313721528571427
Narok,IF0003,35.83601571792981,4,0.624449515421608,0.13386058278741458,-0.17723563857142846,0.5606471385714286,0.5606471385714286
Narok,IF0003,35.83601571792981,5,-0.6437602136086682,0.11870437388788929,-0.07752135285714282,0.5431749385714284,0.5431749385714284
