admin1,cultivar,nitro,month,r,p,me,mae,rmse
Nyamira,KY0012,4.426336314070747,3,0.05928508381528371,0.8995312929512593,0.24253418714285715,0.30689438428571425,0.30689438428571425
Nyamira,KY0012,4.426336314070747,4,0.21794038064077886,0.6387367810877573,0.36481990142857146,0.38622429857142865,0.38622429857142865
Nyamira,KY0012,4.426336314070747,5,0.02938891577224449,0.9501293703678346,0.2876056157142857,0.3795814414285715,0.3795814414285715
