admin1,cultivar,nitro,month,r,p,me,mae,rmse
Bomet,IF0011,3.604292833413377,3,-0.24345629640812208,0.5988345472557992,0.7671251128571429,0.7809508871428571,0.7809508871428571
Bomet,IF0011,3.604292833413377,4,-0.7259512128680059,0.06472822016726756,0.8185536842857142,0.8338080299999999,0.8338080299999999
Bomet,IF0011,3.604292833413377,5,-0.30083150126415126,0.5120848069754274,0.6045536842857143,0.7743794585714286,0.7743794585714286
