admin1,cultivar,nitro,month,r,p,me,mae,rmse
Migori,IF0002,2.0276251994574253,3,-0.44774358367350475,0.3137291252615213,-0.26959972,0.5772146257142856,0.5772146257142856
Migori,IF0002,2.0276251994574253,4,0.36735754608447146,0.4175693418934638,-0.01488543428571422,0.47364319714285713,0.47364319714285713
Migori,IF0002,2.0276251994574253,5,0.07739964077840661,0.8689955173115637,-0.20688543428571426,0.52850034,0.52850034
