admin1,cultivar,nitro,month,r,p,me,mae,rmse
Narok,KY0003,197.68740292686715,3,-0.6498738130801415,0.11410061533516522,0.6346215042857141,1.1175864385714285,1.1175864385714285
Narok,KY0003,197.68740292686715,4,0.6399666226070774,0.1216082462971258,-0.7024499242857143,0.7024499242857143,0.7024499242857143
Narok,KY0003,197.68740292686715,5,-0.05162266411586035,0.9124793692028808,-0.39973563857142846,0.6693892242857142,0.6693892242857142
